"filename", "language", "Database", "JSON", "Markdown", "toml", "Python", "JavaScript", "CSS", "HTML", "JavaScript JSX", "JSON with Comments", "C++", "pip requirements", "Log", "XML", "comment", "blank", "total"
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAlignmentDefs.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 3, 22
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAngleDegree.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 34, 3, 63
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAngleRadian.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 34, 3, 63
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAngleService.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 6, 30
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAngleUtils.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 84, 19, 148
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAnyType.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 2, 13, 64
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAppearance.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 91, 41, 200
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAppearanceApplier.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 2, 23, 89
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwArborDefinition.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 12, 7, 40
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwArcAttribute.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 22, 40, 104
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwArcAttributeRetriever.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 11, 44
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwArcFactory.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 39, 19, 158
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAutoPointer.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 720, 0, 0, 0, 74, 93, 887
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAutoPointerDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 3, 11
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwAvoid_Warnings.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 12, 46
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBIBasicTypes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 144, 35, 263
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBILostData.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 26, 13, 222
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBOBasicTypes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 2, 10
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBOBasicTypesDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 130, 33, 244
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelAdvancedMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 139, 25, 372
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelBarrSecMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 154, 43, 303
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelDProfMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 144, 45, 294
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelLensMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 98, 30, 197
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 142, 48, 314
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelTangentMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 134, 36, 257
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelTangentMillConicalShaft.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 121, 39, 247
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBarrelTaperMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 181, 48, 351
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBasicTypes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 5, 6, 40
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinIOStream.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 4, 22
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinIOStreamAdapter.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 8, 9, 40
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinInputStream.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 12, 6, 49
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinInputStreamAdapter.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 10, 13, 58
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinOutputStream.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 11, 8, 45
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinOutputStreamAdapter.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 11, 11, 54
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinStream.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 15, 5, 40
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinStreamerGeometry.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 24, 5, 43
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinStreamerTool.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 15, 12, 57
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBinStreamerToolPath.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 14, 10, 58
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBoreBar.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 101, 30, 197
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwBullMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 95, 30, 198
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCNCMove.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 108, 36, 264
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCNCMoveGrabber.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 59, 7, 279
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCNCMoveHelpers.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 28, 12, 61
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCNCMoveUtils.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 6, 58, 225
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCSink.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 143, 34, 278
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCTheta.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 31, 4, 107
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCachingInternalDefs.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 8, 38
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCachingSettings.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 114, 53, 262
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCadcamEnumDefinitions.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 3, 7, 67
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCadcamFwdDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 0, 0, 0, 5, 56, 375
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCadcamMathConvs.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 27, 10, 77
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCalculationThreadParams.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 5, 35
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCenterlineShape.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 99, 46, 307
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwChainSawTool.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 69, 30, 178
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwChamferMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 161, 38, 312
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwChecksum.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 21, 10, 58
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwChiselingTool.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 43, 22, 123
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwChuckJawsStateChangeAttribute.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 23, 31, 87
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCircleUtils.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 90, 23, 183
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwClampedValue.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 45, 29, 173
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwClampedValueDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 3, 11
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCntrBore.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 56, 23, 124
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCodecvt.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 25, 12, 80
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCollectionOfContainers.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 64, 61, 393
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwColor.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 277, 0, 0, 0, 48, 51, 376
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwColorGradient.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 35, 15, 98
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwColoredMesh.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 2, 17, 85
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCommandLineInfo.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 87, 37, 175
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCompatibilityChecker.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 14, 60, 376
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCompilerBIBasicTypes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 169, 55, 338
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCompilerBOBasicTypes.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 111, 31, 232
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCompilerSettings.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 33, 5, 44
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwContainerMesh.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2296, 0, 0, 0, 556, 176, 3028
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwContainerMeshDecl.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 3, 11
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwContourTurningSolidDefinition.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 15, 18, 82
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwContourTurningTool.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 2, 14, 45
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwControlPoint.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 104, 53, 250
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwConvexTipMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 110, 32, 223
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCoordinateSystem.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 39, 18, 126
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCrcMarker.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 8, 15, 153
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCrcSegment.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 6, 6, 82
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCriticalSection.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 47, 24, 167
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCtrDrill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 151, 37, 306
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCustomerMoveAttribute.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 8, 4, 26
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCutterCompensation.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 83, 47, 270
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCuttingPartDefinition.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 11, 9, 41
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwCylinder.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 22, 16, 114
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDataIntegrityUtils.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 54, 23, 111
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDefines.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 6, 21
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDeprecated.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 31, 9, 66
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDiamondTurningTool.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 9, 18, 63
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDiscreteValue.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 15, 16, 81
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDiscreteValueException.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 7, 6, 44
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDisplayableProgressPoolSelector.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 48, 10, 126
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDllImpExpDef.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 7, 6, 30
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDoveMill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 104, 33, 227
"c:\Users\Minh\Documents\Uni\MasterThesis\Project\aicom-dt\live_data\liveMrs\MwCamSimLib\MwCamSimLib\include\mwsimutil\mwDrill.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 74, 25, 157
